0.310,0.040,0.040,0.093
-0.502,-0.087,-0.087,-0.363
0.914,0.200,0.200,0.255
-0.999,-0.018,-0.018,-0.237
1.186,0.231,0.231,-0.031
-0.370,-0.076,-0.076,0.141
-1.000,-0.058,-0.058,-0.194
-0.976,0.000,0.000,0.102
-0.648,-0.095,-0.095,-0.107
1.365,0.067,0.067,0.013
