-0.298,0.258,0.805,0.214
0.053,-0.095,0.041,0.086
0.031,-0.069,0.193,0.281
0.147,-0.088,0.124,0.288
-0.404,-0.022,0.331,-0.213
1.317,-0.287,-0.551,0.054
1.353,0.205,-0.496,0.179
-0.772,0.620,4.091,0.185
0.030,0.028,-0.009,0.009
0.259,-0.066,-0.167,0.136
0.011,-0.131,-0.086,-0.104
0.889,0.021,-0.758,-0.196
