0.147,-0.052,0.271,0.275
-0.404,0.000,0.193,0.288
1.317,-0.279,-0.540,-0.213
1.353,-0.113,0.563,0.054
-0.772,0.000,0.354,0.173
0.030,0.064,0.152,0.186
0.259,-0.170,-0.240,0.014
0.011,-0.012,0.031,0.132
0.889,-0.037,-0.493,-0.104
0.486,0.101,-0.512,-0.197
0.259,-0.057,1.463,0.324
-0.599,0.024,0.054,0.061
0.181,-0.071,-0.311,-0.039
